BHK,Size_in_SqFt,Floor_No,Total_Floors,Age_of_Property,Nearby_Schools,Nearby_Hospitals,Public_Transport_Accessibility,Parking_Space,Security,Availability_Status,Bathrooms,Balcony,Population_Density,Mall_Distance_km,Crime_Index,Infra_Growth_Score,Amenity_Count,Floor_Ratio,State_Encoded,City_Encoded,Property_Type_Apartment,Property_Type_Independent House,Property_Type_Villa,Furnished_Status_Furnished,Furnished_Status_Semi-furnished,Furnished_Status_Unfurnished,Facing_East,Facing_North,Facing_South,Facing_West,Owner_Type_Broker,Owner_Type_Builder,Owner_Type_Owner
3,2320,28,29,21,10,10,1,1,1,0,3,1,1509,3.6,3.3,6.8,3,0.97,9,38,1,0,0,0,0,1,0,0,1,0,0,1,0
3,3006,8,17,33,9,1,3,1,0,1,3,1,850,5.8,3.0,7.0,5,0.47,16,41,1,0,0,0,1,0,1,0,0,0,0,1,0
2,3586,9,18,27,2,6,1,1,1,0,2,1,817,5.0,2.6,3.2,5,0.5,18,16,0,0,1,0,1,0,0,0,0,1,1,0,0
5,2529,13,29,19,3,6,3,0,1,1,5,2,2000,3.7,3.7,6.7,3,0.45,15,7,0,0,1,0,1,0,0,0,1,0,0,1,0
4,4596,14,15,26,4,3,3,1,1,1,4,3,1509,9.4,1.9,6.1,3,0.93,9,38,0,0,1,0,1,0,0,1,0,0,0,1,0
5,2362,3,6,31,5,8,1,1,1,1,5,3,420,13.1,3.1,4.7,4,0.5,3,5,1,0,0,0,0,1,0,1,0,0,1,0,0
1,2506,17,18,20,3,3,2,0,1,0,1,0,420,13.0,1.0,3.8,2,0.94,3,5,1,0,0,0,0,1,0,0,0,1,1,0,0
3,3571,23,28,32,5,7,3,1,1,1,3,2,817,12.5,4.1,7.6,3,0.82,18,16,0,0,1,1,0,0,1,0,0,0,0,1,0
3,4634,0,12,35,6,2,2,0,1,1,3,1,3000,6.1,7.0,4.4,2,0.0,10,18,0,0,1,0,1,0,0,1,0,0,0,1,0
2,3034,21,23,24,3,2,3,0,1,1,2,2,1600,11.0,2.1,5.5,2,0.91,12,4,0,0,1,0,1,0,0,0,0,1,1,0,0
1,4594,8,19,5,2,2,2,1,0,0,1,1,2000,8.2,3.0,3.2,2,0.42,15,7,1,0,0,0,0,1,0,1,0,0,1,0,0
3,3231,20,22,35,8,10,3,1,0,0,3,2,2000,6.3,4.7,9.4,5,0.91,15,7,1,0,0,1,0,0,0,1,0,0,0,1,0
1,2663,2,13,10,7,2,3,1,0,1,1,0,900,13.4,5.5,6.7,1,0.15,8,28,0,1,0,1,0,0,0,0,0,1,1,0,0
2,2091,12,19,31,6,3,1,0,0,0,2,1,2000,9.9,5.2,3.5,1,0.63,15,7,0,1,0,0,1,0,0,0,0,1,1,0,0
4,3880,25,29,9,10,2,1,0,0,1,4,2,430,3.4,4.4,4.4,1,0.86,0,40,0,1,0,0,1,0,0,0,1,0,0,0,1
5,3688,3,5,31,8,7,3,0,0,0,5,2,1803,10.8,4.5,8.5,2,0.6,2,32,1,0,0,1,0,0,0,1,0,0,0,0,1
2,3703,1,18,34,6,5,2,1,0,1,2,2,1100,10.7,4.2,5.3,5,0.06,19,10,0,1,0,0,1,0,0,1,0,0,0,1,0
3,1434,13,25,24,8,5,2,1,1,0,3,2,5800,3.7,3.7,5.9,2,0.52,11,33,0,0,1,0,0,1,0,0,0,1,0,0,1
1,2084,8,18,11,7,4,1,1,1,1,1,0,2100,5.7,6.2,4.1,2,0.44,12,8,0,0,1,0,0,1,1,0,0,0,1,0,0
3,4976,1,3,5,5,4,1,1,0,0,3,1,2000,14.6,5.7,3.5,5,0.33,15,7,1,0,0,0,1,0,0,0,1,0,0,1,0
2,2457,21,27,30,2,7,2,1,0,0,2,2,480,7.7,1.7,4.7,5,0.78,2,13,0,1,0,0,1,0,0,0,1,0,1,0,0
3,643,3,15,7,9,6,3,1,0,1,3,1,3800,11.1,3.2,8.5,2,0.2,6,14,0,1,0,0,0,1,0,1,0,0,0,1,0
4,3259,4,10,17,8,10,1,0,0,1,4,3,2000,12.8,6.8,6.2,5,0.4,15,7,0,1,0,0,1,0,0,1,0,0,0,0,1
2,3660,24,30,7,4,10,1,0,0,1,2,1,3800,5.9,1.0,5.0,3,0.8,6,14,0,1,0,0,1,0,1,0,0,0,0,0,1
5,2902,22,26,35,9,4,1,1,0,1,5,3,430,9.9,5.3,4.7,3,0.85,0,40,1,0,0,0,0,1,1,0,0,0,1,0,0
2,1010,9,24,19,7,9,1,1,1,1,2,2,9000,11.3,6.3,5.6,2,0.38,4,11,1,0,0,1,0,0,0,0,1,0,0,1,0
5,4608,4,26,22,5,3,2,0,0,0,5,2,5800,3.3,3.1,4.4,2,0.15,11,33,0,1,0,0,0,1,0,1,0,0,0,0,1
5,2209,7,28,21,3,5,2,1,0,0,5,3,3500,14.2,5.8,4.4,1,0.25,17,31,1,0,0,1,0,0,0,0,1,0,0,1,0
1,3854,4,10,24,7,3,1,1,0,1,1,0,24252,4.0,4.1,3.8,3,0.4,19,23,0,0,1,0,1,0,1,0,0,0,1,0,0
4,3387,5,27,27,4,4,1,1,0,0,4,3,3000,12.4,5.6,3.2,1,0.19,10,18,0,1,0,0,0,1,0,0,0,1,1,0,0
2,4075,12,14,4,3,8,1,0,1,1,2,2,11730,3.0,8.8,4.1,4,0.86,5,0,1,0,0,0,0,1,0,0,0,1,0,1,0
5,3474,8,24,27,10,10,1,1,0,1,5,3,817,10.1,1.0,6.8,5,0.33,18,16,1,0,0,1,0,0,1,0,0,0,0,0,1
3,2693,9,11,13,8,4,1,1,0,0,3,1,565,3.1,4.6,4.4,3,0.82,11,29,1,0,0,1,0,0,1,0,0,0,0,0,1
2,4875,6,29,3,10,3,1,1,0,0,2,2,500,7.9,3.0,4.7,4,0.21,14,21,0,1,0,0,0,1,1,0,0,0,0,1,0
4,4785,2,7,19,4,4,3,1,0,1,4,3,817,8.9,1.0,6.4,1,0.29,18,16,1,0,0,0,0,1,0,0,0,1,0,1,0
4,2311,13,29,17,7,2,3,1,1,1,4,2,1200,4.0,4.0,6.7,5,0.45,7,20,0,1,0,1,0,0,0,0,0,1,0,0,1
5,1582,17,28,17,7,4,2,1,1,1,5,3,500,10.2,4.8,5.3,2,0.61,14,21,0,0,1,0,0,1,0,0,1,0,0,1,0
2,2816,11,20,3,3,5,2,1,0,1,2,2,5800,4.7,4.7,4.4,1,0.55,11,33,1,0,0,1,0,0,0,1,0,0,0,0,1
1,2104,12,15,24,9,8,3,1,1,0,1,1,1815,6.5,3.8,9.1,5,0.8,17,24,1,0,0,1,0,0,1,0,0,0,1,0,0
1,4457,6,15,35,3,10,3,1,0,0,1,0,850,12.9,3.3,7.9,4,0.4,16,41,0,1,0,0,1,0,0,0,1,0,0,1,0
1,1756,10,13,4,4,4,3,1,0,0,1,0,850,8.9,3.2,6.4,1,0.77,16,41,1,0,0,0,0,1,0,1,0,0,1,0,0
1,2026,6,30,7,10,3,1,0,0,0,1,1,2100,12.5,4.8,4.7,3,0.2,12,8,0,0,1,1,0,0,0,0,0,1,1,0,0
4,989,1,24,20,9,1,1,1,0,0,4,2,500,5.3,2.5,3.8,5,0.04,14,21,0,1,0,0,1,0,1,0,0,0,0,1,0
4,3681,5,7,23,3,4,2,0,1,0,4,3,1200,7.1,3.1,4.1,5,0.71,8,26,0,1,0,0,1,0,0,0,1,0,1,0,0
1,1778,16,21,28,6,1,3,1,0,1,1,1,3000,12.8,2.4,6.1,4,0.76,10,18,0,0,1,0,1,0,0,0,0,1,1,0,0
3,3723,17,20,21,1,9,3,0,1,0,3,2,6900,5.9,6.4,7.0,2,0.85,14,19,1,0,0,0,1,0,0,0,1,0,0,0,1
4,1147,20,29,6,3,10,2,0,1,0,4,3,26903,3.2,4.9,5.9,2,0.69,15,6,0,0,1,0,0,1,1,0,0,0,0,1,0
3,4571,14,17,25,8,10,3,0,1,1,3,2,480,6.5,1.0,9.4,4,0.82,2,13,0,1,0,1,0,0,1,0,0,0,1,0,0
3,4760,8,13,30,8,5,3,0,0,0,3,2,1600,14.9,3.8,7.9,2,0.62,12,4,0,0,1,0,0,1,0,0,1,0,0,0,1
1,3074,12,22,26,4,1,2,1,0,1,1,0,18480,0.7,8.2,3.5,2,0.55,16,17,0,1,0,0,1,0,0,1,0,0,0,1,0
2,4787,1,14,32,8,1,1,1,1,1,2,2,13600,13.1,5.8,3.5,5,0.07,5,37,0,1,0,0,0,1,0,0,0,1,0,0,1
3,4961,15,25,22,6,6,3,0,0,1,3,1,1100,9.3,4.0,7.6,1,0.6,19,10,0,1,0,0,1,0,0,0,0,1,1,0,0
3,2059,2,30,21,4,7,3,1,0,1,3,1,11730,3.9,6.0,7.3,3,0.07,5,0,1,0,0,1,0,0,0,0,1,0,0,0,1
3,960,3,19,12,8,10,1,0,1,1,3,2,24252,3.0,4.8,6.2,4,0.16,19,23,1,0,0,1,0,0,1,0,0,0,0,1,0
4,2787,5,18,19,8,9,1,0,1,1,4,3,900,4.3,1.8,5.9,5,0.28,8,28,0,0,1,1,0,0,0,0,1,0,0,1,0
5,2236,4,27,7,5,3,2,1,1,0,5,2,1600,4.4,1.0,4.4,1,0.15,12,4,1,0,0,0,0,1,0,1,0,0,1,0,0
4,1272,4,30,24,10,7,3,1,0,0,4,2,594,8.9,2.4,9.1,1,0.13,18,9,1,0,0,0,1,0,1,0,0,0,1,0,0
3,3278,14,24,21,8,7,3,0,0,0,3,1,1600,13.2,6.3,8.5,2,0.58,12,4,0,0,1,0,0,1,0,1,0,0,0,1,0
5,1636,1,6,21,7,3,1,1,1,0,5,2,1100,13.0,2.7,3.8,2,0.17,19,10,0,1,0,0,0,1,1,0,0,0,1,0,0
1,3148,22,26,26,5,1,1,1,1,1,1,0,20667,2.2,6.0,2.6,2,0.85,11,27,1,0,0,0,1,0,0,1,0,0,0,1,0
1,3548,2,24,4,4,4,1,1,0,1,1,0,1803,3.2,3.4,3.2,5,0.08,2,32,0,1,0,1,0,0,0,0,1,0,1,0,0
3,3875,4,5,14,2,1,3,1,1,1,3,2,690,14.7,2.8,4.9,1,0.8,3,34,1,0,0,1,0,0,0,1,0,0,0,0,1
5,2405,9,16,35,6,6,1,1,1,0,5,2,1600,7.6,3.1,4.4,5,0.56,12,4,0,0,1,1,0,0,1,0,0,0,1,0,0
4,1283,7,28,16,2,8,1,1,0,1,4,3,18480,2.4,7.7,3.8,5,0.25,16,17,1,0,0,0,0,1,0,0,1,0,0,1,0
2,1799,2,20,28,1,4,1,0,1,0,2,1,18480,1.2,8.0,2.3,3,0.1,16,17,1,0,0,0,1,0,1,0,0,0,1,0,0
5,999,2,6,3,6,4,3,1,0,0,5,3,1100,7.0,3.5,7.0,2,0.33,19,10,0,0,1,1,0,0,0,1,0,0,0,0,1
2,4993,15,18,26,5,2,3,0,0,0,2,1,4378,1.0,4.3,6.1,4,0.83,8,2,1,0,0,0,1,0,0,0,0,1,0,1,0
3,1107,0,7,23,8,4,1,0,0,0,3,2,690,4.4,4.5,4.4,5,0.0,3,34,0,0,1,0,0,1,0,0,0,1,0,0,1
2,1545,6,20,10,2,10,1,0,0,0,2,2,1500,6.6,3.2,4.4,1,0.3,13,1,1,0,0,0,0,1,0,0,1,0,0,1,0
1,1802,8,26,17,2,5,3,1,0,1,1,1,500,7.3,3.1,6.1,1,0.31,14,21,1,0,0,0,1,0,0,0,0,1,0,1,0
5,944,0,3,16,3,7,3,0,1,1,5,3,817,6.9,2.2,7.0,4,0.0,18,16,0,0,1,1,0,0,0,0,0,1,0,1,0
5,2019,6,16,29,5,2,2,0,1,1,5,3,1600,13.9,2.7,4.1,5,0.38,12,4,1,0,0,1,0,0,0,1,0,0,0,0,1
1,2116,23,25,11,10,3,3,1,1,0,1,1,11730,3.6,8.0,7.9,4,0.92,5,0,1,0,0,0,0,1,0,0,0,1,0,1,0
4,1134,9,29,4,10,5,3,0,1,1,4,2,420,6.0,4.8,8.5,5,0.31,3,5,1,0,0,0,0,1,0,1,0,0,1,0,0
3,1365,20,20,25,1,6,2,1,0,0,3,1,1100,7.2,3.8,4.1,2,1.0,19,10,1,0,0,0,0,1,1,0,0,0,0,1,0
4,3694,12,18,3,2,6,1,1,0,1,4,2,5798,4.2,4.6,3.2,4,0.67,9,22,1,0,0,0,0,1,1,0,0,0,1,0,0
3,3882,25,26,11,4,3,1,0,0,1,3,1,5800,4.1,6.4,2.9,4,0.96,11,33,0,0,1,0,1,0,1,0,0,0,0,1,0
2,3111,2,30,14,9,9,2,1,0,0,2,2,3500,12.8,8.5,7.4,2,0.07,17,31,0,1,0,0,1,0,1,0,0,0,0,1,0
5,560,15,26,13,10,9,3,0,1,1,5,3,3000,11.6,6.8,9.7,3,0.58,10,18,0,0,1,0,1,0,0,1,0,0,0,0,1
2,4188,20,20,7,2,5,1,0,1,0,2,1,3800,9.6,3.0,2.9,4,1.0,6,14,1,0,0,1,0,0,0,1,0,0,0,0,1
3,4957,20,27,13,1,8,3,1,1,0,3,1,1200,10.3,3.3,6.7,4,0.74,8,26,0,0,1,1,0,0,1,0,0,0,1,0,0
5,814,12,18,30,9,9,2,1,1,0,5,2,1040,5.7,1.0,7.4,2,0.67,0,39,0,0,1,1,0,0,0,0,1,0,1,0,0
3,2133,0,24,20,4,1,1,0,1,0,3,1,1815,3.4,4.5,2.3,2,0.0,17,24,0,0,1,0,0,1,0,1,0,0,0,1,0
4,1709,6,22,14,5,8,2,0,1,0,4,2,1200,6.3,2.7,5.9,5,0.27,7,20,0,1,0,1,0,0,0,0,0,1,0,0,1
4,1410,1,17,22,9,6,3,1,0,0,4,3,5798,11.5,6.6,8.5,1,0.06,9,22,0,1,0,0,0,1,0,0,1,0,1,0,0
4,4039,3,6,11,9,10,1,0,0,1,4,2,1500,14.9,2.3,6.5,1,0.5,13,1,0,1,0,1,0,0,0,1,0,0,0,1,0
4,1295,4,12,27,4,7,1,1,0,1,4,2,1803,4.4,2.9,4.1,1,0.33,2,32,1,0,0,1,0,0,1,0,0,0,0,0,1
5,3032,1,18,16,3,2,2,0,0,0,5,3,1540,9.6,2.2,3.5,2,0.06,1,15,1,0,0,1,0,0,0,1,0,0,0,1,0
3,1275,2,4,8,6,10,3,0,1,1,3,2,1040,6.6,4.2,8.8,2,0.5,0,39,0,1,0,1,0,0,0,0,1,0,0,1,0
5,3449,1,6,21,2,8,1,1,1,1,5,2,1803,3.3,2.2,3.8,4,0.17,2,32,0,1,0,0,1,0,0,1,0,0,0,1,0
3,1479,23,28,15,2,1,2,1,1,0,3,2,24252,4.4,5.5,2.9,5,0.82,19,23,1,0,0,0,1,0,1,0,0,0,0,0,1
4,2310,18,29,30,5,6,3,0,1,0,4,2,11297,1.7,6.7,7.3,2,0.62,4,30,0,0,1,0,0,1,0,0,1,0,0,1,0
3,3126,4,8,7,6,3,3,1,0,0,3,1,1040,8.7,4.7,6.7,2,0.5,0,39,0,1,0,1,0,0,1,0,0,0,1,0,0
2,2120,1,6,30,6,1,2,0,0,1,2,1,1600,7.4,4.7,4.1,3,0.17,12,4,0,1,0,0,1,0,0,0,0,1,0,1,0
3,1297,3,9,13,8,2,1,0,0,0,3,2,5800,0.5,3.7,3.8,1,0.33,11,33,1,0,0,1,0,0,0,0,1,0,1,0,0
2,1413,2,8,33,4,5,1,0,1,0,2,2,855,4.5,4.7,3.5,4,0.25,10,3,0,0,1,0,1,0,0,1,0,0,1,0,0
2,3455,3,21,18,7,4,1,1,1,0,2,1,6900,8.0,5.1,4.1,3,0.14,14,19,1,0,0,0,0,1,1,0,0,0,0,0,1
5,2535,7,16,8,6,9,1,0,0,0,5,2,3800,11.5,2.7,5.3,5,0.44,6,14,0,0,1,1,0,0,1,0,0,0,0,1,0
1,3643,10,27,34,10,3,3,0,1,0,1,1,1803,12.6,2.8,7.9,1,0.37,2,32,0,1,0,0,1,0,0,1,0,0,0,0,1
3,1746,8,24,29,5,7,2,1,1,0,3,2,18480,4.6,5.8,5.6,4,0.33,16,17,0,0,1,0,1,0,0,0,1,0,0,0,1
3,2299,16,23,15,7,7,2,1,1,1,3,1,855,13.1,5.5,6.2,2,0.7,10,3,1,0,0,0,1,0,1,0,0,0,0,0,1
1,1869,10,29,26,8,5,1,0,1,1,1,0,1200,8.6,1.6,4.7,2,0.34,7,20,1,0,0,1,0,0,0,0,1,0,0,1,0
5,4537,21,28,8,10,7,2,0,0,0,5,3,594,13.8,2.8,7.1,3,0.75,18,9,1,0,0,0,1,0,0,0,1,0,0,0,1
5,2261,13,29,2,3,1,2,1,0,0,5,2,420,5.2,2.0,3.2,5,0.45,3,5,1,0,0,1,0,0,0,1,0,0,0,0,1
5,3913,2,23,22,3,3,2,0,1,1,5,3,1540,14.7,2.7,3.8,1,0.09,1,15,0,1,0,0,1,0,1,0,0,0,0,0,1
4,4880,5,11,9,7,2,2,1,0,0,4,2,18480,3.0,6.8,4.7,3,0.45,16,17,0,0,1,1,0,0,1,0,0,0,1,0,0
5,3708,13,30,15,9,2,2,1,1,0,5,2,2000,15.0,6.2,5.3,4,0.43,15,7,0,1,0,1,0,0,0,0,0,1,0,1,0
3,4901,17,25,10,8,10,1,0,1,0,3,2,18480,3.0,5.2,6.2,4,0.68,16,17,0,0,1,0,1,0,1,0,0,0,0,1,0
5,2865,15,16,31,8,9,2,0,1,0,5,3,1815,3.9,3.3,7.1,3,0.94,17,24,0,1,0,0,1,0,0,1,0,0,1,0,0
3,2123,2,15,31,4,3,3,0,0,1,3,2,18480,2.7,5.7,6.1,1,0.13,16,17,0,1,0,0,1,0,0,0,0,1,1,0,0
5,3368,3,5,21,1,10,1,1,0,1,5,3,3000,13.5,5.6,4.1,2,0.6,10,18,0,0,1,1,0,0,0,1,0,0,1,0,0
1,1852,13,22,31,3,7,1,1,0,0,1,1,1200,5.4,5.8,3.8,2,0.59,8,26,0,1,0,1,0,0,0,0,1,0,1,0,0
1,1901,22,23,17,1,5,2,1,1,1,1,1,5800,3.0,5.9,3.8,1,0.96,11,33,0,0,1,1,0,0,0,1,0,0,1,0,0
5,1142,3,28,3,4,4,3,0,0,0,5,2,1500,8.8,5.2,6.4,4,0.11,13,1,0,0,1,0,0,1,0,1,0,0,0,1,0
4,3863,9,27,3,2,9,3,0,1,1,4,2,2000,4.6,5.9,7.3,4,0.33,15,7,0,0,1,0,1,0,0,0,1,0,0,1,0
3,1454,4,20,2,8,6,2,1,0,1,3,2,18480,2.4,9.3,6.2,3,0.2,16,17,0,1,0,0,1,0,0,0,1,0,0,0,1
4,4028,2,18,21,6,10,1,1,1,1,4,2,565,11.2,2.8,5.6,1,0.11,11,29,1,0,0,0,1,0,0,1,0,0,0,0,1
2,4255,20,21,6,5,3,2,0,1,1,2,1,430,3.4,3.4,4.4,1,0.95,0,40,0,0,1,0,0,1,0,0,1,0,0,1,0
2,1440,25,30,7,10,7,1,0,1,0,2,1,500,4.5,2.7,5.9,2,0.83,14,21,0,1,0,0,1,0,0,1,0,0,0,0,1
5,4357,6,23,12,1,6,1,0,0,0,5,3,1509,4.0,5.9,2.9,3,0.26,9,38,1,0,0,1,0,0,0,0,0,1,0,0,1
4,2482,10,13,10,9,4,2,1,0,0,4,2,380,11.0,4.5,5.9,4,0.77,1,36,0,1,0,0,0,1,0,1,0,0,0,1,0
1,2716,6,11,18,9,2,3,1,0,1,1,1,3000,7.7,5.7,7.3,1,0.55,10,18,1,0,0,0,1,0,0,0,1,0,1,0,0
1,2016,1,17,33,2,7,2,1,1,1,1,1,26903,3.0,8.3,4.7,2,0.06,15,6,0,1,0,1,0,0,0,0,1,0,1,0,0
3,561,15,21,14,9,4,3,0,1,1,3,1,20667,2.2,10.0,7.9,3,0.71,11,27,0,0,1,0,1,0,0,0,1,0,0,1,0
3,1557,5,12,35,1,1,3,0,0,1,3,2,690,6.1,3.0,4.6,5,0.42,3,34,1,0,0,0,0,1,1,0,0,0,1,0,0
5,2924,21,27,2,9,6,3,0,0,0,5,2,850,12.5,3.3,8.5,1,0.78,16,41,0,1,0,0,1,0,0,0,0,1,0,0,1
2,2672,4,22,4,10,3,2,1,0,0,2,2,26903,2.6,7.7,5.9,1,0.18,15,6,1,0,0,1,0,0,1,0,0,0,0,0,1
5,2152,2,12,29,1,4,3,1,1,1,5,3,2000,7.0,7.8,5.5,1,0.17,15,7,1,0,0,0,1,0,1,0,0,0,0,1,0
3,1389,15,30,31,4,1,2,0,1,0,3,2,11297,4.7,7.8,3.5,2,0.5,4,30,0,0,1,0,0,1,0,0,0,1,0,1,0
3,3246,9,23,15,6,7,1,1,1,1,3,2,3800,14.5,6.2,4.7,1,0.39,6,14,0,0,1,0,1,0,0,0,1,0,0,1,0
5,2689,24,24,24,8,1,3,1,1,1,5,2,9000,9.5,7.2,6.7,2,1.0,4,11,0,0,1,1,0,0,0,0,1,0,0,0,1
2,4945,6,7,20,9,8,2,1,1,1,2,2,2000,11.4,3.0,7.1,2,0.86,15,7,1,0,0,0,1,0,1,0,0,0,1,0,0
4,2900,15,15,27,1,7,1,0,1,0,4,2,430,10.1,6.0,3.2,5,1.0,0,40,1,0,0,1,0,0,0,0,1,0,0,1,0
5,4716,20,26,19,7,7,2,0,1,0,5,3,420,13.9,1.0,6.2,5,0.77,3,5,0,0,1,1,0,0,0,1,0,0,1,0,0
3,3038,5,13,26,6,3,3,1,1,0,3,2,9000,13.1,3.8,6.7,2,0.38,4,11,0,0,1,0,0,1,0,1,0,0,1,0,0
4,2339,3,21,26,8,7,2,1,1,0,4,2,690,8.5,2.6,6.5,5,0.14,3,34,1,0,0,0,0,1,0,0,1,0,1,0,0
5,735,14,29,7,2,4,3,0,1,0,5,2,690,7.7,2.0,5.8,1,0.48,3,34,0,1,0,0,1,0,0,0,1,0,1,0,0
4,4778,6,14,27,4,8,2,0,0,0,4,3,26903,4.4,4.6,5.6,5,0.43,15,6,1,0,0,1,0,0,0,0,1,0,1,0,0
3,4455,1,18,31,7,3,2,0,1,1,3,2,3000,3.8,5.3,5.0,5,0.06,10,18,0,0,1,0,0,1,0,0,0,1,1,0,0
1,2813,7,23,10,1,4,1,1,0,0,1,0,1509,11.3,3.6,2.3,4,0.3,9,38,0,1,0,1,0,0,0,0,1,0,1,0,0
3,2176,3,14,26,4,6,1,0,0,1,3,2,817,11.7,3.7,3.8,2,0.21,18,16,1,0,0,0,1,0,0,1,0,0,0,0,1
1,2125,0,20,24,10,10,1,1,1,0,1,0,9000,12.4,5.1,6.8,5,0.0,4,11,0,0,1,0,1,0,1,0,0,0,0,1,0
4,2069,4,15,12,1,9,1,0,1,0,4,2,900,11.0,2.2,3.8,5,0.27,8,28,1,0,0,1,0,0,0,0,0,1,0,1,0
4,1736,3,3,28,9,4,2,1,1,1,4,2,1815,4.2,5.7,5.9,5,1.0,17,24,0,0,1,1,0,0,0,0,1,0,1,0,0
2,2097,1,9,2,8,7,1,0,0,1,2,1,11730,2.5,6.7,5.3,5,0.11,5,0,0,1,0,0,0,1,1,0,0,0,1,0,0
4,4807,17,22,28,3,5,3,0,0,1,4,3,594,10.4,1.8,6.4,3,0.77,18,9,1,0,0,1,0,0,1,0,0,0,1,0,0
5,871,18,18,34,7,9,3,1,1,0,5,2,850,3.6,3.8,8.8,3,1.0,16,41,0,0,1,1,0,0,1,0,0,0,0,1,0
2,1888,12,30,12,3,9,1,0,0,0,2,1,5800,4.6,7.6,4.4,5,0.4,11,33,0,1,0,0,0,1,0,0,0,1,0,1,0
1,3627,22,23,15,7,8,3,1,1,1,1,1,1200,7.9,2.7,8.5,2,0.96,8,26,0,1,0,0,1,0,0,0,0,1,0,1,0
2,4427,11,13,23,6,4,3,1,0,1,2,2,817,7.3,3.2,7.0,1,0.85,18,16,1,0,0,0,0,1,0,0,1,0,1,0,0
2,3762,7,23,8,6,3,3,0,1,0,2,1,855,4.6,1.1,6.7,3,0.3,10,3,1,0,0,0,0,1,0,0,0,1,0,1,0
3,2122,4,18,13,9,1,1,0,1,0,3,2,2000,14.0,5.2,3.8,5,0.22,15,7,1,0,0,0,1,0,1,0,0,0,1,0,0
1,4000,16,27,32,3,2,2,0,1,1,1,1,18480,3.3,9.0,3.5,3,0.59,16,17,1,0,0,0,0,1,1,0,0,0,1,0,0
2,1627,28,29,6,5,2,1,0,0,1,2,1,18480,1.8,8.3,2.9,4,0.97,16,17,0,0,1,1,0,0,0,1,0,0,0,0,1
5,4466,8,9,35,6,5,1,0,1,0,5,3,1803,4.1,3.6,4.1,3,0.89,2,32,1,0,0,1,0,0,0,0,0,1,0,0,1
1,3553,20,25,18,8,8,2,1,1,1,1,1,11730,3.1,9.3,6.8,5,0.8,5,0,0,0,1,1,0,0,0,0,0,1,0,0,1
4,3426,1,14,2,5,2,2,0,1,0,4,2,24252,2.3,9.9,4.1,4,0.07,19,23,1,0,0,1,0,0,0,0,1,0,1,0,0
3,1571,20,25,25,1,1,2,1,1,1,3,2,13600,7.3,3.6,2.6,2,0.8,5,37,1,0,0,1,0,0,0,1,0,0,0,0,1
5,4633,24,29,25,6,4,1,0,0,0,5,3,855,5.6,2.9,3.8,1,0.83,10,3,1,0,0,0,0,1,0,0,0,1,0,1,0
3,3029,7,25,11,5,3,2,1,0,1,3,1,2000,8.9,6.8,4.4,1,0.28,15,7,0,1,0,1,0,0,0,0,1,0,0,1,0
2,1271,8,14,4,4,1,2,1,0,1,2,1,500,13.4,3.8,3.5,1,0.57,14,21,1,0,0,1,0,0,0,0,0,1,0,0,1
3,4579,6,13,6,9,6,2,0,0,0,3,1,1500,9.0,3.2,6.5,2,0.46,13,1,0,0,1,1,0,0,1,0,0,0,1,0,0
2,4196,3,19,25,4,10,2,1,1,0,2,2,11297,1.1,7.9,6.2,2,0.16,4,30,0,0,1,0,0,1,0,0,1,0,0,0,1
5,3793,19,29,32,8,6,1,0,1,1,5,3,9000,6.4,4.7,5.0,3,0.66,4,11,0,0,1,0,0,1,0,0,0,1,0,0,1
5,4804,0,30,28,5,7,3,1,1,0,5,2,4378,0.8,4.8,7.6,4,0.0,8,2,0,0,1,1,0,0,1,0,0,0,0,1,0
4,3340,14,30,31,8,7,1,1,0,1,4,2,6900,11.9,3.6,5.3,1,0.47,14,19,1,0,0,1,0,0,0,0,1,0,1,0,0
5,2062,12,29,21,6,8,2,1,1,1,5,3,3000,9.4,7.4,6.2,3,0.41,10,18,0,1,0,0,1,0,1,0,0,0,1,0,0
1,753,0,9,21,6,1,2,1,1,1,1,1,11297,4.1,4.4,4.1,3,0.0,4,30,0,0,1,0,0,1,1,0,0,0,0,0,1
5,1830,19,21,21,6,2,2,1,1,0,5,3,6900,8.1,5.5,4.4,3,0.9,14,19,0,0,1,0,1,0,0,0,0,1,1,0,0
1,4532,3,24,34,2,5,2,1,1,1,1,0,380,4.8,4.9,4.1,2,0.12,1,36,0,1,0,0,0,1,0,1,0,0,1,0,0
5,2670,18,22,26,2,6,3,0,0,0,5,2,2900,11.9,5.8,6.4,1,0.82,6,12,1,0,0,0,1,0,0,1,0,0,1,0,0
4,4612,2,4,20,8,4,3,0,0,0,4,3,20667,2.2,4.3,7.6,4,0.5,11,27,1,0,0,1,0,0,0,0,0,1,0,1,0
1,1270,2,24,10,8,3,1,1,1,1,1,1,2000,5.5,5.6,4.1,4,0.08,15,7,0,0,1,0,1,0,1,0,0,0,1,0,0
5,4171,22,25,30,10,10,1,1,0,1,5,2,855,13.7,3.0,6.8,2,0.88,10,3,1,0,0,0,1,0,0,0,1,0,0,0,1
4,2926,1,13,20,7,8,1,1,0,0,4,3,420,14.2,5.1,5.3,3,0.08,3,5,0,1,0,1,0,0,1,0,0,0,0,1,0
2,1698,18,19,32,1,5,2,0,1,0,2,2,13600,10.0,5.5,3.8,3,0.95,5,37,0,1,0,1,0,0,0,1,0,0,0,1,0
